@relation MSD_JMIR_LPC_ALL-weka.filters.unsupervised.attribute.Remove-R3-22_MSD_JMIR_MEATHODS_OF_MOMENTS_ALL-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.instance.RemovePercentage-P90.0

@attribute Method_of_Moments_Overall_Standard_Deviation_1 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_2 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_3 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_4 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_5 numeric
@attribute Method_of_Moments_Overall_Average_1 numeric
@attribute Method_of_Moments_Overall_Average_2 numeric
@attribute Method_of_Moments_Overall_Average_3 numeric
@attribute Method_of_Moments_Overall_Average_4 numeric
@attribute Method_of_Moments_Overall_Average_5 numeric
@attribute class {BIG_BAND,BLUES_CONTEMPORARY,COUNTRY_TRADITIONAL,DANCE,ELECTRONICA,EXPERIMENTAL,FOLK_INTERNATIONAL,GOSPEL,GRUNGE_EMO,HIP_HOP_RAP,JAZZ_CLASSIC,METAL_ALTERNATIVE,METAL_DEATH,METAL_HEAVY,POP_CONTEMPORARY,POP_INDIE,POP_LATIN,PUNK,REGGAE,RNB_SOUL,ROCK_ALTERNATIVE,ROCK_COLLEGE,ROCK_CONTEMPORARY,ROCK_HARD,ROCK_NEO_PSYCHEDELIA}

@data
-0.254605,-0.672781,-0.671004,-0.768137,-0.798447,-0.335673,-0.335962,-0.482838,-0.385767,-0.730064,METAL_ALTERNATIVE
-0.795666,-0.484225,-0.531966,-0.634653,-0.700915,-0.91243,-0.564883,-0.512058,-0.077222,-0.365854,POP_INDIE
-0.47098,-0.636567,-0.705304,-0.828353,-0.861637,-0.344736,-0.314178,-0.270903,0.166974,-0.17705,ROCK_CONTEMPORARY
-0.350874,-0.557515,-0.47355,-0.546445,-0.594951,-0.577965,-0.48338,-0.421229,-0.190951,-0.583723,POP_INDIE
-0.391735,-0.658867,-0.694837,-0.817372,-0.825687,-0.517725,-0.3677,-0.299771,0.173375,-0.164666,ROCK_NEO_PSYCHEDELIA
-0.627921,-0.604938,-0.66372,-0.678398,-0.735035,-0.75522,-0.22723,-0.35786,-0.348103,-0.677998,ROCK_HARD
-0.932271,-0.807682,-0.81082,-0.80396,-0.774424,-0.955753,-0.805258,-0.887696,-0.628142,-0.855959,EXPERIMENTAL
-0.795852,-0.536743,-0.574611,-0.655086,-0.715451,-0.873212,-0.551362,-0.597958,-0.414027,-0.743713,ROCK_NEO_PSYCHEDELIA
-0.350255,-0.711895,-0.769519,-0.836634,-0.852261,-0.376899,-0.37108,-0.325471,0.188637,-0.138127,METAL_ALTERNATIVE
-0.534128,-0.711581,-0.717539,-0.708461,-0.718003,-0.53434,-0.537465,-0.47122,0.064569,-0.228864,DANCE
-0.503173,-0.664589,-0.68727,-0.79964,-0.82086,-0.419103,-0.440751,-0.36314,0.137434,-0.183116,METAL_DEATH
-0.297941,-0.292573,-0.325743,-0.59946,-0.638502,-0.651799,-0.369765,-0.369477,-0.315412,-0.642108,COUNTRY_TRADITIONAL
-0.249342,-0.66847,-0.686987,-0.788029,-0.789015,-0.507508,-0.432864,-0.369829,0.138419,-0.180336,PUNK
-0.726946,-0.660905,-0.583522,-0.60108,-0.651983,-0.825944,-0.500469,-0.606055,-0.445093,-0.770302,ROCK_ALTERNATIVE
-0.51896,-0.279639,-0.445191,-0.610891,-0.650818,-0.840604,-0.275305,-0.479317,-0.450558,-0.731834,METAL_DEATH
-0.471599,-0.475603,-0.547171,-0.69955,-0.737143,-0.73745,-0.537277,-0.635628,-0.478325,-0.789233,METAL_ALTERNATIVE
-0.53258,-0.58299,-0.615488,-0.708821,-0.756227,-0.567126,-0.534836,-0.474388,0.020259,-0.254897,ROCK_ALTERNATIVE
-0.759449,-0.693435,-0.56662,-0.421422,-0.335922,-0.933283,-0.675681,-0.692836,-0.16535,-0.348161,ROCK_NEO_PSYCHEDELIA
-0.12057,-0.315697,-0.42355,-0.559406,-0.622302,-0.668592,-0.464413,-0.399402,-0.04719,-0.357513,HIP_HOP_RAP
-0.610277,-0.594748,-0.607001,-0.650225,-0.676616,-0.806575,-0.531831,-0.485302,0.007951,-0.284974,REGGAE
-0.802755,-0.45483,-0.493777,-0.685689,-0.721886,-0.882008,-0.388545,-0.244851,0.080324,-0.266523,DANCE
-0.77115,-0.524201,-0.51959,-0.528443,-0.530042,-0.912457,-0.810141,-0.823235,-0.587229,-0.844484,JAZZ_CLASSIC
-0.5397,-0.623398,-0.685502,-0.60171,-0.575589,-0.77912,-0.653709,-0.652033,-0.152549,-0.387843,ROCK_COLLEGE
-0.60842,-0.627866,-0.600495,-0.658686,-0.690153,-0.775389,-0.609953,-0.558528,-0.090515,-0.376216,FOLK_INTERNATIONAL
-0.519579,-0.676818,-0.672843,-0.743654,-0.772538,-0.510618,-0.486948,-0.426861,0.07737,-0.238721,ROCK_COLLEGE
-0.11345,-0.443857,-0.608274,-0.714581,-0.7919,-0.469036,-0.231549,-0.418412,-0.420624,-0.732592,METAL_HEAVY
-0.679307,-0.58299,-0.623833,-0.570117,-0.553731,-0.882719,-0.513991,-0.480725,0.044876,-0.243271,HIP_HOP_RAP
-0.187742,-0.835077,-0.888119,-0.89991,-0.887046,0.281208,-0.077371,-0.158951,0.253132,-0.105017,PUNK
-0.544343,-0.658632,-0.715842,-0.780108,-0.776089,-0.736206,-0.346667,-0.31843,0.194053,-0.132314,HIP_HOP_RAP
-0.551153,-0.484225,-0.525106,-0.636364,-0.682996,-0.744291,-0.398498,-0.528956,-0.417128,-0.739163,ROCK_CONTEMPORARY
-0.365114,-0.699902,-0.732815,-0.841404,-0.850097,-0.469924,-0.371268,-0.312445,0.186668,-0.143435,GRUNGE_EMO
-0.703575,-0.760807,-0.774965,-0.856706,-0.86724,-0.776988,-0.400376,-0.369829,0.172882,-0.149501,ROCK_ALTERNATIVE
-0.433834,-0.541446,-0.582744,-0.686229,-0.701692,-0.765349,-0.401315,-0.380391,0.101987,-0.20738,BLUES_CONTEMPORARY
-0.362018,-0.437586,-0.469448,-0.457876,-0.430791,-0.747757,-0.600939,-0.525436,-0.096423,-0.391887,DANCE
-0.430119,-0.571625,-0.577793,-0.708011,-0.764938,-0.602132,-0.480939,-0.426157,0.043399,-0.267534,POP_INDIE
-0.203838,-0.647188,-0.689745,-0.817732,-0.814369,-0.476766,-0.342347,-0.315965,0.182729,-0.141918,PUNK
-0.244699,-0.355673,-0.305446,-0.480468,-0.550902,-0.563749,-0.508357,-0.513466,-0.352239,-0.681031,ROCK_COLLEGE
-0.576846,-0.644405,-0.673975,-0.776778,-0.80516,-0.541448,-0.434366,-0.351171,0.135465,-0.184127,METAL_DEATH
-0.755301,-0.61066,-0.708204,-0.79757,-0.835451,-0.850822,-0.327324,-0.26351,0.168451,-0.177303,POP_CONTEMPORARY
-0.732518,-0.690221,-0.662376,-0.766247,-0.797836,-0.807819,-0.432864,-0.37511,0.139404,-0.174523,ROCK_HARD
-0.545272,-0.760729,-0.794554,-0.883528,-0.883051,-0.404265,-0.353239,-0.311389,0.209315,-0.122457,METAL_HEAVY
-0.764959,-0.814619,-0.789321,-0.782088,-0.772039,-0.871968,-0.675681,-0.840521,-0.639761,-0.901656,ROCK_CONTEMPORARY
-0.601919,-0.620772,-0.64017,-0.735284,-0.751456,-0.727321,-0.442254,-0.358212,0.107402,-0.237457,ROCK_CONTEMPORARY
-0.084662,-0.536743,-0.629844,-0.79946,-0.824743,-0.566593,-0.227793,-0.200141,0.139404,-0.201062,ELECTRONICA
-0.368209,-0.606898,-0.612235,-0.574347,-0.576644,-0.722879,-0.54892,-0.531421,-0.012234,-0.282447,ROCK_HARD
-0.423928,-0.528121,-0.661103,-0.751575,-0.811373,-0.640604,-0.318122,-0.469812,-0.428698,-0.757943,RNB_SOUL
-0.721343,-0.557515,-0.620863,-0.633843,-0.635784,-0.883874,-0.610892,-0.615209,-0.132856,-0.38203,FOLK_INTERNATIONAL
-0.508126,-0.472075,-0.474045,-0.557516,-0.573759,-0.615016,-0.582723,-0.509593,-0.088546,-0.38759,ROCK_COLLEGE
-0.492958,-0.609132,-0.58338,-0.682448,-0.691096,-0.554598,-0.351174,-0.509593,-0.429535,-0.748591,ROCK_HARD
-0.728835,-0.838566,-0.795403,-0.763816,-0.765881,-0.682008,-0.722629,-0.708326,-0.236245,-0.460634,EXPERIMENTAL
-0.516174,-0.641035,-0.745898,-0.820612,-0.826352,-0.706975,-0.646761,-0.790741,-0.638382,-0.909567,POP_INDIE
-0.667853,-0.67137,-0.712871,-0.786949,-0.78491,-0.752554,-0.477371,-0.65147,-0.523767,-0.826564,ROCK_CONTEMPORARY
-0.802384,-0.799608,-0.835856,-0.892619,-0.884827,-0.72892,-0.349484,-0.32019,0.228516,-0.094402,ROCK_COLLEGE
-0.728618,-0.490496,-0.509901,-0.592079,-0.649986,-0.840782,-0.639249,-0.549023,-0.145164,-0.439404,POP_INDIE
-0.681164,-0.703782,-0.603819,-0.570747,-0.614147,-0.669658,-0.738967,-0.691568,-0.268247,-0.520536,ROCK_NEO_PSYCHEDELIA
-0.435691,-0.672075,-0.707638,-0.80315,-0.84172,-0.516748,-0.348545,-0.297307,0.176821,-0.156578,GRUNGE_EMO
-0.189599,-0.58495,-0.531542,-0.487759,-0.523606,-0.533718,-0.514178,-0.495511,0.008443,-0.269304,METAL_DEATH
-0.390187,-0.62477,-0.741938,-0.774257,-0.826241,-0.320391,-0.289202,-0.242387,0.181252,-0.162896,METAL_HEAVY
-0.164216,-0.249069,-0.318388,-0.542034,-0.59706,-0.673301,-0.41784,-0.445168,-0.402358,-0.702515,BLUES_CONTEMPORARY
-0.496053,-0.47717,-0.515417,-0.633843,-0.702524,-0.628343,-0.447887,-0.384263,-0.219014,-0.610262,ROCK_CONTEMPORARY
-0.464479,-0.701391,-0.740453,-0.819262,-0.829626,-0.391826,-0.382723,-0.330048,0.181252,-0.147226,METAL_ALTERNATIVE
-0.675902,-0.684734,-0.709194,-0.738704,-0.748516,-0.838827,-0.482441,-0.471572,0.079339,-0.203589,ROCK_HARD
-0.804458,-0.703116,-0.682461,-0.739064,-0.757947,-0.802754,-0.470235,-0.415596,0.107895,-0.2046,ROCK_NEO_PSYCHEDELIA
-0.284321,-0.720282,-0.758557,-0.806931,-0.809431,-0.466815,-0.403568,-0.364196,0.177313,-0.132567,ROCK_NEO_PSYCHEDELIA
-0.221483,-0.706055,-0.739533,-0.674797,-0.684882,-0.584984,-0.614836,-0.6395,-0.102824,-0.335524,METAL_DEATH
-0.455812,-0.65679,-0.645757,-0.70243,-0.721553,-0.646202,-0.508545,-0.41806,0.081309,-0.231897,EXPERIMENTAL
-0.135428,-0.191848,-0.463296,-0.579478,-0.614535,-0.637583,-0.212958,-0.229713,0.008443,-0.281183,ELECTRONICA
-0.423928,-0.624731,-0.686492,-0.794419,-0.816089,-0.55753,-0.354742,-0.289914,0.170421,-0.163402,GOSPEL
-0.68364,-0.704017,-0.730693,-0.816832,-0.837614,-0.682097,-0.423662,-0.340609,0.15762,-0.173006,METAL_DEATH
-0.555177,-0.687948,-0.685007,-0.732673,-0.758502,-0.709107,-0.414272,-0.588805,-0.466952,-0.782965,COUNTRY_TRADITIONAL
-0.441263,-0.577895,-0.602546,-0.717912,-0.736644,-0.632785,-0.427606,-0.351875,0.107402,-0.213952,ROCK_COLLEGE
-0.447454,-0.604938,-0.632178,-0.690999,-0.712288,-0.545002,-0.4877,-0.44552,0.054723,-0.249084,ROCK_CONTEMPORARY
-0.847361,-0.633902,-0.584795,-0.424302,-0.41914,-0.944043,-0.680188,-0.711706,-0.253477,-0.474788,BIG_BAND
-0.403498,-0.684264,-0.704031,-0.788119,-0.810541,-0.453398,-0.422911,-0.375814,0.145312,-0.171743,METAL_ALTERNATIVE
-0.354589,-0.49755,-0.648939,-0.728803,-0.814258,-0.612172,-0.272113,-0.164936,0.113803,-0.243776,REGGAE
-0.516793,-0.437586,-0.490736,-0.738974,-0.765492,-0.71044,-0.46385,-0.563105,-0.48571,-0.796386,ROCK_HARD
-0.795357,-0.679169,-0.67546,-0.687399,-0.683495,-0.917246,-0.592676,-0.562401,-0.039805,-0.29837,COUNTRY_TRADITIONAL
-0.604705,-0.636959,-0.557779,-0.622952,-0.669071,-0.723945,-0.607136,-0.49868,-0.05359,-0.380766,DANCE
-0.617397,-0.628924,-0.625318,-0.672727,-0.706408,-0.824078,-0.555117,-0.534237,-0.031435,-0.307216,COUNTRY_TRADITIONAL
-0.581179,-0.756418,-0.760042,-0.882718,-0.895922,-0.421324,-0.39061,-0.312445,0.173375,-0.177303,METAL_HEAVY
-0.582727,-0.646326,-0.672702,-0.758146,-0.766713,-0.886184,-0.44939,-0.405738,0.114295,-0.19449,EXPERIMENTAL
-0.629779,-0.750656,-0.718529,-0.611971,-0.588904,-0.879431,-0.855549,-0.86175,-0.531842,-0.741944,ROCK_ALTERNATIVE
-0.645875,-0.415638,-0.398727,-0.448335,-0.405825,-0.826299,-0.611831,-0.563809,-0.123501,-0.383546,EXPERIMENTAL
-0.882526,-0.687831,-0.645191,-0.709001,-0.736699,-0.918561,-0.609953,-0.525436,-0.057529,-0.376469,JAZZ_CLASSIC
-0.465408,-0.646404,-0.622489,-0.736094,-0.759112,-0.627721,-0.509108,-0.422637,0.057677,-0.267787,BLUES_CONTEMPORARY
-0.038539,-0.485793,-0.578642,-0.655536,-0.701581,-0.442914,-0.380094,-0.469108,-0.334761,-0.67168,METAL_ALTERNATIVE
-0.540009,-0.632099,-0.672631,-0.563456,-0.537032,-0.70271,-0.583099,-0.567682,-0.023066,-0.270567,ELECTRONICA
-0.324563,-0.648638,-0.679844,-0.761566,-0.787018,-0.463172,-0.45784,-0.533885,-0.423135,-0.769544,ROCK_ALTERNATIVE
-0.421452,-0.459534,-0.583663,-0.656436,-0.696255,-0.833763,-0.572207,-0.76145,-0.594712,-0.860963,DANCE
-0.460455,-0.656751,-0.72942,-0.824212,-0.836227,-0.569702,-0.321315,-0.262454,0.196022,-0.146973,ROCK_CONTEMPORARY
-0.727008,-0.642877,-0.562588,-0.621422,-0.670402,-0.762772,-0.611831,-0.494807,-0.041774,-0.361304,POP_INDIE
-0.50503,-0.686459,-0.672065,-0.664896,-0.675062,-0.606042,-0.55061,-0.495159,0.026167,-0.266776,ROCK_NEO_PSYCHEDELIA
-0.736759,-0.659298,-0.66181,-0.720882,-0.733759,-0.871879,-0.538404,-0.506777,0.008443,-0.284216,COUNTRY_TRADITIONAL
-0.867327,-0.711189,-0.671711,-0.665977,-0.678391,-0.931613,-0.624413,-0.561345,-0.066391,-0.353469,POP_LATIN
-0.039158,-0.463061,-0.662871,-0.642304,-0.784965,-0.324745,-0.143286,-0.095934,0.063585,-0.252117,DANCE
-0.804458,-0.559867,-0.456365,-0.514761,-0.585798,-0.900755,-0.682629,-0.63774,-0.361987,-0.701251,JAZZ_CLASSIC
-0.719858,-0.294533,-0.507143,-0.637084,-0.715284,-0.873834,-0.295775,-0.466291,-0.436723,-0.729559,REGGAE
-0.528246,-0.749089,-0.767539,-0.89919,-0.895978,-0.351755,-0.323944,-0.259285,0.206853,-0.142424,METAL_ALTERNATIVE
-0.714286,-0.77331,-0.786987,-0.781458,-0.786297,-0.596979,-0.517559,-0.494807,0.09214,-0.165424,ELECTRONICA
-0.480885,-0.71166,-0.709477,-0.783618,-0.786574,-0.581253,-0.441127,-0.37159,0.14285,-0.182611,ROCK_NEO_PSYCHEDELIA
-0.551153,-0.728944,-0.802687,-0.885149,-0.87767,-0.523145,-0.29277,-0.259637,0.241316,-0.084797,METAL_HEAVY
-0.401641,-0.651186,-0.682178,-0.767147,-0.794008,-0.55673,-0.290704,-0.470868,-0.404672,-0.739922,RNB_SOUL
-0.596347,-0.752655,-0.743918,-0.783078,-0.794064,-0.690004,-0.502347,-0.43003,0.111341,-0.187666,ROCK_ALTERNATIVE
-0.025847,-0.590437,-0.639675,-0.662826,-0.67423,-0.518436,-0.505915,-0.470164,0.054723,-0.225831,METAL_ALTERNATIVE
-0.522365,-0.68591,-0.765064,-0.817282,-0.837559,-0.563838,-0.309671,-0.264566,0.199468,-0.144951,PUNK
-0.536295,-0.574368,-0.56372,-0.723222,-0.768322,-0.701644,-0.551925,-0.456082,-0.01765,-0.337799,ROCK_CONTEMPORARY
-0.564773,-0.571625,-0.628713,-0.690459,-0.761165,-0.773789,-0.463099,-0.420173,0.064569,-0.239227,ROCK_CONTEMPORARY
-0.290203,-0.608936,-0.643211,-0.761476,-0.795673,-0.525988,-0.416901,-0.383559,0.11528,-0.196007,BLUES_CONTEMPORARY
-0.545891,-0.405448,-0.555799,-0.678488,-0.752566,-0.740471,-0.299155,-0.235346,0.080324,-0.239985,RNB_SOUL
-0.260486,-0.534392,-0.650919,-0.757516,-0.830735,-0.525455,-0.278873,-0.368069,-0.354799,-0.69468,FOLK_INTERNATIONAL
-0.487386,-0.494415,-0.444342,-0.550855,-0.602108,-0.67952,-0.496526,-0.508537,-0.321517,-0.670163,POP_CONTEMPORARY
-0.770345,-0.743876,-0.693706,-0.655626,-0.664466,-0.854909,-0.642254,-0.60007,-0.097408,-0.360293,BLUES_CONTEMPORARY
-0.485219,-0.601411,-0.547878,-0.638524,-0.692261,-0.75673,-0.686385,-0.79391,-0.625532,-0.890408,ROCK_HARD
-0.590156,-0.642877,-0.70198,-0.752205,-0.754397,-0.767925,-0.42723,-0.593733,-0.466706,-0.791457,POP_CONTEMPORARY
-0.210649,-0.427396,-0.566407,-0.643204,-0.702469,-0.549445,-0.395305,-0.307516,0.075893,-0.25793,HIP_HOP_RAP
-0.480885,-0.75148,-0.692857,-0.679568,-0.7038,-0.617592,-0.637371,-0.580004,-0.079684,-0.352711,ROCK_CONTEMPORARY
-0.504102,-0.724162,-0.726803,-0.612061,-0.574924,-0.767126,-0.714366,-0.748143,-0.282032,-0.480854,BLUES_CONTEMPORARY
-0.55332,-0.469724,-0.40587,-0.638074,-0.659251,-0.767925,-0.39662,-0.44728,-0.312852,-0.663086,BIG_BAND
-0.682093,-0.761121,-0.749929,-0.809811,-0.816921,-0.553443,-0.489014,-0.485302,0.103464,-0.153545,POP_INDIE
-0.678997,-0.524593,-0.606789,-0.716742,-0.760055,-0.767659,-0.539343,-0.43355,0.004013,-0.328447,BIG_BAND
-0.508745,-0.267882,-0.261669,-0.485059,-0.566546,-0.778321,-0.485446,-0.429326,-0.28154,-0.622899,POP_CONTEMPORARY
-0.336326,-0.776955,-0.796888,-0.845635,-0.834951,-0.495247,-0.415211,-0.383911,0.192083,-0.101479,GRUNGE_EMO
-0.357375,-0.699745,-0.777086,-0.863816,-0.847822,-0.530964,-0.268545,-0.221616,0.225562,-0.117654,POP_LATIN
-0.29237,-0.5971,-0.58628,-0.694599,-0.732649,-0.406308,-0.307418,-0.400458,-0.341801,-0.692405,POP_LATIN
-0.778177,-0.859769,-0.877086,-0.776778,-0.727989,-0.938241,-0.700094,-0.77342,-0.267755,-0.431821,BLUES_CONTEMPORARY
-0.55332,-0.354497,-0.488331,-0.638344,-0.66663,-0.714882,-0.422347,-0.362788,0.020259,-0.301403,POP_INDIE
-0.585513,-0.551636,-0.643069,-0.693069,-0.758336,-0.743225,-0.424225,-0.538462,-0.419541,-0.750638,FOLK_INTERNATIONAL
-0.545891,-0.681873,-0.66867,-0.748695,-0.778752,-0.692848,-0.473803,-0.396585,0.105433,-0.217237,ROCK_NEO_PSYCHEDELIA
-0.403498,-0.469332,-0.55686,-0.715212,-0.770485,-0.619103,-0.370329,-0.267735,0.086232,-0.261216,FOLK_INTERNATIONAL
-0.284631,-0.762062,-0.737624,-0.855896,-0.845603,-0.3251,-0.399061,-0.337441,0.18076,-0.149501,ROCK_HARD
-0.431667,-0.515187,-0.581259,-0.693969,-0.714286,-0.669036,-0.438122,-0.372998,0.081309,-0.23493,DANCE
-0.326111,-0.678816,-0.700707,-0.773087,-0.778197,-0.587916,-0.428357,-0.380391,0.145804,-0.170479,BLUES_CONTEMPORARY
-0.843616,-0.399177,-0.509477,-0.612151,-0.623856,-0.927606,-0.422535,-0.403978,0.037983,-0.25237,ROCK_ALTERNATIVE
-0.350565,-0.385851,-0.457072,-0.626283,-0.699196,-0.566948,-0.536714,-0.527548,-0.389361,-0.719449,ROCK_CONTEMPORARY
-0.599443,-0.4466,-0.482603,-0.583528,-0.590347,-0.861839,-0.483192,-0.458898,0.001551,-0.274611,JAZZ_CLASSIC
-0.516793,-0.551636,-0.594979,-0.672277,-0.684161,-0.76064,-0.495962,-0.418412,0.0562,-0.261974,EXPERIMENTAL
-0.501316,-0.761748,-0.801697,-0.864536,-0.878835,-0.238472,-0.377089,-0.336736,0.195037,-0.129028,ROCK_HARD
-0.567869,-0.696923,-0.656082,-0.70432,-0.735811,-0.709996,-0.554554,-0.497272,0.004013,-0.303425,ELECTRONICA
-0.749729,-0.54419,-0.59314,-0.69928,-0.723883,-0.835451,-0.343662,-0.468051,-0.388819,-0.716922,ROCK_CONTEMPORARY
-0.263581,-0.510484,-0.5471,-0.629613,-0.655756,-0.462283,-0.416338,-0.325119,0.090663,-0.245798,DANCE
-0.500387,-0.709935,-0.696605,-0.79847,-0.830624,-0.462372,-0.44939,-0.377926,0.14285,-0.166435,METAL_ALTERNATIVE
-0.155858,-0.624417,-0.493989,-0.530063,-0.589071,-0.423545,-0.466103,-0.619785,-0.465328,-0.787413,POP_INDIE
-0.518341,-0.642289,-0.647808,-0.728083,-0.757115,-0.66948,-0.589484,-0.546207,-0.054575,-0.333755,COUNTRY_TRADITIONAL
-0.135428,-0.454439,-0.491655,-0.506121,-0.542136,-0.412972,-0.349859,-0.313501,0.091648,-0.236699,ROCK_NEO_PSYCHEDELIA
-0.104783,-0.486577,-0.662942,-0.769577,-0.794175,-0.419991,-0.322629,-0.494455,-0.449524,-0.760142,METAL_DEATH
-0.85866,-0.692534,-0.6657,-0.562916,-0.54724,-0.939716,-0.702723,-0.695476,-0.23083,-0.459118,FOLK_INTERNATIONAL
-0.492339,-0.671095,-0.706011,-0.812961,-0.829958,-0.400089,-0.374272,-0.328991,0.17239,-0.149248,GRUNGE_EMO
-0.188051,-0.649344,-0.751273,-0.80441,-0.822635,-0.416526,-0.234554,-0.188523,0.197007,-0.149754,GRUNGE_EMO
-0.654852,-0.464629,-0.525248,-0.610531,-0.648821,-0.836428,-0.48,-0.407851,0.02666,-0.276128,POP_INDIE
-0.433524,-0.71503,-0.735573,-0.829523,-0.846214,-0.46566,-0.37277,-0.325823,0.191591,-0.130545,METAL_DEATH
-0.518031,-0.700333,-0.725884,-0.855176,-0.853093,-0.52359,-0.37108,-0.351171,0.184206,-0.126753,ROCK_ALTERNATIVE
-0.38121,-0.67282,-0.712518,-0.786949,-0.82552,-0.603465,-0.416901,-0.354339,0.132019,-0.20915,FOLK_INTERNATIONAL
-0.303513,-0.480306,-0.598515,-0.659766,-0.766491,-0.598401,-0.212582,-0.237106,-0.257908,-0.602174,POP_CONTEMPORARY
-0.291441,-0.513619,-0.438472,-0.59784,-0.624466,-0.377788,-0.387606,-0.403978,-0.253477,-0.617086,ROCK_CONTEMPORARY
-0.287417,-0.70002,-0.722065,-0.69676,-0.69387,-0.411017,-0.48939,-0.48319,0.096079,-0.174523,ROCK_NEO_PSYCHEDELIA
-0.661353,-0.549285,-0.54901,-0.60369,-0.645049,-0.779209,-0.549859,-0.485302,-0.035374,-0.336788,POP_CONTEMPORARY
-0.870887,-0.264354,-0.3471,-0.479298,-0.507351,-0.96287,-0.555493,-0.514522,-0.169781,-0.452294,COUNTRY_TRADITIONAL
-0.776815,-0.742622,-0.703395,-0.556346,-0.525992,-0.907241,-0.777277,-0.802922,-0.401669,-0.606723,JAZZ_CLASSIC
-0.437548,-0.483049,-0.482178,-0.588389,-0.604938,-0.67721,-0.412207,-0.334976,0.090171,-0.232402,ELECTRONICA
-0.428262,-0.612032,-0.603678,-0.731053,-0.780028,-0.427277,-0.480376,-0.420525,0.069985,-0.234172,POP_INDIE
-0.660424,-0.65095,-0.724752,-0.835374,-0.84749,-0.75833,-0.310423,-0.313501,0.202422,-0.117907,ROCK_NEO_PSYCHEDELIA
-0.536295,-0.482265,-0.636068,-0.712061,-0.745298,-0.826566,-0.38554,-0.557472,-0.471039,-0.777455,POP_LATIN
-0.468194,-0.592397,-0.578501,-0.628443,-0.679723,-0.699245,-0.600751,-0.554304,-0.090023,-0.366865,ROCK_COLLEGE
-0.417118,-0.739134,-0.796393,-0.885509,-0.879945,-0.537894,-0.313803,-0.328287,0.24427,-0.068621,PUNK
-0.726606,-0.580247,-0.577511,-0.661026,-0.68527,-0.8239,-0.64,-0.561697,-0.126455,-0.421711,POP_INDIE
-0.661662,-0.695944,-0.765488,-0.884248,-0.890818,-0.571924,-0.24939,-0.161767,0.19356,-0.167193,METAL_HEAVY
-0.089305,-0.671252,-0.681825,-0.756076,-0.750069,-0.395469,-0.426103,-0.363492,0.13448,-0.198534,METAL_ALTERNATIVE
-0.407522,-0.626377,-0.643564,-0.739964,-0.760943,-0.39458,-0.412394,-0.34413,0.132019,-0.194237,ROCK_ALTERNATIVE
-0.623588,-0.656085,-0.621782,-0.70117,-0.73165,-0.786051,-0.596432,-0.548319,-0.061468,-0.340326,FOLK_INTERNATIONAL
-0.513388,-0.590829,-0.657638,-0.769577,-0.799168,-0.752466,-0.446761,-0.617321,-0.500874,-0.810615,BLUES_CONTEMPORARY
-0.823959,-0.79224,-0.763791,-0.750045,-0.767933,-0.866104,-0.624601,-0.584228,-0.066883,-0.338557,JAZZ_CLASSIC
-0.325182,-0.439153,-0.534653,-0.677228,-0.716727,-0.712483,-0.560751,-0.62401,-0.449967,-0.758928,HIP_HOP_RAP
-0.851633,-0.735607,-0.679986,-0.719802,-0.757559,-0.914136,-0.572958,-0.606407,-0.384831,-0.735372,JAZZ_CLASSIC
-0.433524,-0.317264,-0.473904,-0.594689,-0.662469,-0.723145,-0.20338,-0.275832,-0.308668,-0.614306,EXPERIMENTAL
-0.912738,-0.685597,-0.556153,-0.550315,-0.567878,-0.966148,-0.676056,-0.655835,-0.32201,-0.652723,JAZZ_CLASSIC
-0.204767,-0.642485,-0.720721,-0.823402,-0.829626,-0.468947,-0.324507,-0.273015,0.186668,-0.154303,POP_LATIN
-0.245628,-0.638095,-0.659972,-0.754455,-0.775978,-0.390138,-0.332958,-0.409611,-0.332792,-0.690888,HIP_HOP_RAP
-0.20941,-0.536743,-0.574894,-0.69748,-0.746186,-0.535495,-0.524883,-0.644429,-0.507274,-0.813193,ROCK_CONTEMPORARY
-0.607491,-0.623045,-0.705799,-0.80261,-0.806491,-0.757885,-0.276056,-0.286745,0.20193,-0.122709,PUNK
-0.630398,-0.534392,-0.674752,-0.716652,-0.720333,-0.856952,-0.545915,-0.616969,-0.433474,-0.759687,ROCK_CONTEMPORARY
-0.390187,-0.660945,-0.673267,-0.782448,-0.806657,-0.517015,-0.435493,-0.375814,0.126111,-0.194996,COUNTRY_TRADITIONAL
-0.581798,-0.490888,-0.614922,-0.680468,-0.70724,-0.842648,-0.377089,-0.351171,0.106418,-0.217743,BLUES_CONTEMPORARY
-0.478409,-0.677405,-0.751414,-0.794959,-0.83706,-0.348467,-0.303286,-0.222672,0.187652,-0.160875,METAL_HEAVY
-0.355827,-0.430531,-0.510679,-0.643474,-0.704466,-0.553532,-0.450892,-0.382151,0.025183,-0.2736,REGGAE
-0.349946,-0.301979,-0.494625,-0.632313,-0.727046,-0.685118,-0.518685,-0.562401,-0.473303,-0.779249,HIP_HOP_RAP
