@relation MSD_JMIR_LPC_ALL-weka.filters.unsupervised.attribute.Remove-R3-22_MSD_JMIR_MEATHODS_OF_MOMENTS_ALL-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.instance.Randomize-S23-weka.filters.unsupervised.instance.RemovePercentage-P90.0

@attribute Method_of_Moments_Overall_Standard_Deviation_1 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_2 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_3 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_4 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_5 numeric
@attribute Method_of_Moments_Overall_Average_1 numeric
@attribute Method_of_Moments_Overall_Average_2 numeric
@attribute Method_of_Moments_Overall_Average_3 numeric
@attribute Method_of_Moments_Overall_Average_4 numeric
@attribute Method_of_Moments_Overall_Average_5 numeric
@attribute class {BIG_BAND,BLUES_CONTEMPORARY,COUNTRY_TRADITIONAL,DANCE,ELECTRONICA,EXPERIMENTAL,FOLK_INTERNATIONAL,GOSPEL,GRUNGE_EMO,HIP_HOP_RAP,JAZZ_CLASSIC,METAL_ALTERNATIVE,METAL_DEATH,METAL_HEAVY,POP_CONTEMPORARY,POP_INDIE,POP_LATIN,PUNK,REGGAE,RNB_SOUL,ROCK_ALTERNATIVE,ROCK_COLLEGE,ROCK_CONTEMPORARY,ROCK_HARD,ROCK_NEO_PSYCHEDELIA}

@data
-0.675592,-0.705703,-0.608911,-0.538254,-0.557725,-0.834562,-0.693521,-0.683718,-0.226399,-0.4667,FOLK_INTERNATIONAL
-0.318991,-0.638252,-0.621641,-0.685959,-0.717503,-0.515415,-0.49108,-0.601127,-0.445339,-0.772602,FOLK_INTERNATIONAL
-0.569107,-0.443465,-0.549434,-0.728263,-0.750014,-0.823723,-0.56939,-0.638444,-0.534992,-0.836168,REGGAE
-0.664448,-0.631158,-0.637482,-0.69892,-0.749515,-0.82781,-0.647887,-0.705686,-0.507274,-0.817819,POP_INDIE
-0.27844,-0.685753,-0.661669,-0.752655,-0.787573,-0.611639,-0.524883,-0.464179,0.038968,-0.268293,METAL_HEAVY
-0.519889,-0.677092,-0.792433,-0.834473,-0.840111,-0.407552,-0.131268,-0.121634,0.185191,-0.155567,ROCK_COLLEGE
-0.124284,-0.453655,-0.47454,-0.684788,-0.693537,-0.409063,-0.294085,-0.368773,-0.292371,-0.638317,POP_LATIN
-0.832007,-0.726004,-0.652687,-0.60009,-0.620749,-0.881741,-0.743286,-0.716177,-0.293356,-0.539745,FOLK_INTERNATIONAL
-0.907723,-0.877131,-0.844413,-0.759316,-0.7443,-0.917521,-0.806197,-0.780532,-0.381582,-0.620119,DANCE
-0.204148,-0.446208,-0.558769,-0.673357,-0.754341,-0.42239,-0.304601,-0.355747,-0.278586,-0.635284,ROCK_CONTEMPORARY
-0.501625,-0.573584,-0.620226,-0.708641,-0.750125,-0.733008,-0.493146,-0.561345,-0.405361,-0.75036,ROCK_CONTEMPORARY
-0.519269,-0.673173,-0.649788,-0.713231,-0.728766,-0.664771,-0.546667,-0.507129,0.012874,-0.268545,POP_LATIN
-0.609658,-0.621595,-0.608769,-0.609181,-0.62025,-0.803287,-0.605446,-0.57085,-0.0851,-0.360293,ROCK_CONTEMPORARY
-0.788856,-0.398393,-0.603536,-0.606121,-0.793509,-0.880853,-0.247887,-0.103679,0.052753,-0.302919,EXPERIMENTAL
-0.821638,-0.755164,-0.766761,-0.748515,-0.731318,-0.883518,-0.780657,-0.809365,-0.549172,-0.82803,POP_CONTEMPORARY
-0.407832,-0.722399,-0.766407,-0.771557,-0.772649,-0.737628,-0.601878,-0.753565,-0.575167,-0.860963,POP_CONTEMPORARY
-0.295156,-0.660513,-0.75297,-0.826193,-0.829847,-0.393425,-0.29784,-0.243091,0.210792,-0.126753,ROCK_ALTERNATIVE
-0.4295,-0.575152,-0.336563,-0.340954,-0.202219,-0.594402,-0.208263,-0.152262,0.236393,-0.089852,POP_INDIE
-0.455812,-0.593964,-0.662093,-0.773447,-0.77448,-0.653487,-0.5123,-0.629995,-0.463851,-0.779325,POP_LATIN
-0.149977,-0.44464,-0.552687,-0.676238,-0.71301,-0.533718,-0.180657,-0.293434,-0.294833,-0.623152,POP_CONTEMPORARY
-0.394211,-0.748187,-0.780198,-0.856886,-0.858141,-0.25482,-0.371643,-0.35962,0.199961,-0.109567,GRUNGE_EMO
-0.136047,-0.584558,-0.594837,-0.634653,-0.661415,-0.367837,-0.36169,-0.448337,-0.317086,-0.671932,ROCK_CONTEMPORARY
-0.01749,-0.341956,-0.50396,-0.667057,-0.723384,-0.572457,-0.501033,-0.616969,-0.517269,-0.817111,HIP_HOP_RAP
-0.552391,-0.800235,-0.776803,-0.814941,-0.841165,-0.475344,-0.514742,-0.498328,0.081309,-0.183622,ROCK_COLLEGE
-0.276583,-0.353714,-0.637129,-0.591989,-0.730985,-0.613061,-0.13615,-0.279352,-0.361298,-0.656515,POP_CONTEMPORARY
-0.675592,-0.523026,-0.623126,-0.677408,-0.714785,-0.810395,-0.306667,-0.510297,-0.466214,-0.766713,METAL_HEAVY
-0.258629,-0.665648,-0.73529,-0.835734,-0.82957,-0.561173,-0.286761,-0.271255,0.205376,-0.129281,GRUNGE_EMO
-0.321158,-0.5097,-0.508699,-0.651575,-0.695811,-0.500133,-0.462723,-0.342369,0.03946,-0.313535,DANCE
-0.897168,-0.432491,-0.341231,-0.5018,-0.492926,-0.95952,-0.502911,-0.396585,-0.141225,-0.526096,JAZZ_CLASSIC
-0.476242,-0.59514,-0.59505,-0.651575,-0.655423,-0.625766,-0.499906,-0.434959,0.055707,-0.247315,METAL_ALTERNATIVE
-0.485838,-0.427396,-0.559264,-0.687939,-0.761997,-0.706175,-0.293333,-0.380391,-0.390001,-0.70757,POP_INDIE
-0.520817,-0.674897,-0.6843,-0.824302,-0.843773,-0.553088,-0.418967,-0.351523,0.133003,-0.201314,ROCK_COLLEGE
-0.49822,-0.644601,-0.732249,-0.811701,-0.83018,-0.595913,-0.311362,-0.266678,0.195037,-0.140149,METAL_ALTERNATIVE
-0.371305,-0.697315,-0.685078,-0.830873,-0.837448,-0.527854,-0.341596,-0.324063,0.210792,-0.085555,METAL_ALTERNATIVE
-0.574679,-0.787302,-0.780835,-0.865797,-0.879334,-0.563394,-0.392488,-0.372294,0.197007,-0.109061,METAL_HEAVY
-0.471599,-0.233784,-0.463296,-0.566157,-0.700139,-0.78996,-0.243192,-0.230769,-0.005342,-0.290029,POP_LATIN
-0.488315,-0.625436,-0.60983,-0.735464,-0.771373,-0.555931,-0.527512,-0.489879,0.013859,-0.262227,GRUNGE_EMO
-0.768797,-0.703077,-0.699222,-0.680198,-0.689542,-0.892848,-0.703286,-0.807147,-0.605691,-0.877493,JAZZ_CLASSIC
-0.759263,-0.771468,-0.795757,-0.639784,-0.592011,-0.915504,-0.72169,-0.789474,-0.316446,-0.489953,JAZZ_CLASSIC
-0.437239,-0.484617,-0.567185,-0.683078,-0.699917,-0.639449,-0.403192,-0.298363,0.099033,-0.239985,DANCE
-0.385544,-0.418773,-0.482673,-0.589469,-0.598669,-0.713372,-0.515681,-0.429678,-0.014696,-0.320359,HIP_HOP_RAP
-0.704349,-0.429355,-0.452617,-0.514131,-0.539196,-0.880942,-0.58723,-0.497624,-0.100362,-0.405788,FOLK_INTERNATIONAL
-0.388949,-0.518714,-0.527369,-0.606391,-0.655146,-0.69729,-0.500657,-0.458898,0.00549,-0.28371,POP_LATIN
-0.722582,-0.830139,-0.865064,-0.884248,-0.886491,-0.743314,-0.603568,-0.791234,-0.628289,-0.901832,BIG_BAND
-0.604086,-0.677758,-0.647808,-0.714221,-0.750125,-0.633852,-0.591737,-0.57085,-0.066883,-0.330216,POP_INDIE
-0.424857,-0.587302,-0.601202,-0.652565,-0.67301,-0.657752,-0.576714,-0.52438,-0.044728,-0.329963,ROCK_COLLEGE
-0.575607,-0.280031,-0.372914,-0.563366,-0.60638,-0.822035,-0.460282,-0.490583,-0.381582,-0.696196,HIP_HOP_RAP
-0.713048,-0.792475,-0.817963,-0.89847,-0.895645,-0.649845,-0.336901,-0.305052,0.219162,-0.117654,METAL_DEATH
-0.597276,-0.341172,-0.492433,-0.532853,-0.548571,-0.87028,-0.445822,-0.396937,0.016813,-0.293062,REGGAE
-0.781706,-0.854478,-0.828996,-0.741224,-0.718835,-0.838028,-0.727324,-0.756311,-0.278094,-0.46392,DANCE
-0.834886,-0.700451,-0.667963,-0.670747,-0.704078,-0.926575,-0.715117,-0.73554,-0.297295,-0.515481,ROCK_COLLEGE
-0.618016,-0.744621,-0.710608,-0.687669,-0.691207,-0.826211,-0.667042,-0.631403,-0.145656,-0.406546,COUNTRY_TRADITIONAL
-0.713171,-0.77672,-0.719519,-0.674797,-0.694147,-0.805331,-0.749484,-0.736772,-0.306649,-0.54025,ROCK_ALTERNATIVE
-0.855317,-0.646365,-0.702405,-0.755266,-0.767434,-0.933336,-0.399812,-0.415244,0.15762,-0.129534,FOLK_INTERNATIONAL
-0.3679,-0.691515,-0.672207,-0.735284,-0.755839,-0.413683,-0.449014,-0.558528,-0.409596,-0.749374,METAL_ALTERNATIVE
-0.514007,-0.638095,-0.692433,-0.806211,-0.818252,-0.572634,-0.408826,-0.368773,0.144327,-0.169215,POP_INDIE
-0.865563,-0.625985,-0.545191,-0.60009,-0.606047,-0.947081,-0.718498,-0.663475,-0.389952,-0.723998,JAZZ_CLASSIC
-0.525151,-0.560651,-0.476733,-0.635914,-0.658585,-0.672146,-0.431362,-0.59655,-0.529281,-0.819866,POP_INDIE
-0.423,-0.549677,-0.60099,-0.663906,-0.707462,-0.571657,-0.463286,-0.396585,0.066539,-0.252622,GOSPEL
-0.696889,-0.662943,-0.617256,-0.592979,-0.57387,-0.900222,-0.700282,-0.656821,-0.206706,-0.468975,RNB_SOUL
-0.76434,-0.622614,-0.619448,-0.625563,-0.632732,-0.879609,-0.755117,-0.756979,-0.367107,-0.587767,ROCK_ALTERNATIVE
-0.789971,-0.615991,-0.670863,-0.761116,-0.819085,-0.865038,-0.369953,-0.337089,0.143342,-0.181347,ROCK_ALTERNATIVE
-0.274725,-0.692377,-0.730269,-0.842394,-0.842219,-0.251088,-0.309296,-0.240627,0.197991,-0.149501,METAL_DEATH
-0.235412,-0.571233,-0.581683,-0.705671,-0.743301,-0.464682,-0.488263,-0.572258,-0.423233,-0.757766,METAL_ALTERNATIVE
-0.483981,-0.758142,-0.826662,-0.889649,-0.87534,-0.370413,-0.245634,-0.232177,0.24427,-0.099204,ROCK_NEO_PSYCHEDELIA
-0.249961,-0.57476,-0.647171,-0.788749,-0.813315,-0.376899,-0.381408,-0.335328,0.136942,-0.182611,METAL_ALTERNATIVE
-0.639065,-0.567705,-0.564922,-0.627993,-0.675673,-0.804798,-0.424038,-0.589509,-0.488073,-0.800379,ROCK_HARD
-0.725027,-0.54027,-0.595403,-0.628533,-0.677559,-0.803287,-0.447887,-0.519451,-0.373852,-0.717933,POP_CONTEMPORARY
-0.283083,-0.470508,-0.614639,-0.730243,-0.763107,-0.633141,-0.293897,-0.220208,0.111833,-0.244282,RNB_SOUL
-0.226745,-0.435234,-0.534583,-0.646895,-0.715839,-0.675255,-0.375211,-0.434959,-0.295818,-0.658537,RNB_SOUL
-0.351184,-0.432883,-0.601132,-0.679568,-0.768322,-0.732919,-0.269671,-0.281465,-0.274647,-0.624416,HIP_HOP_RAP
-0.557963,-0.571625,-0.636068,-0.70054,-0.725326,-0.735318,-0.430423,-0.326527,0.118726,-0.220776,ROCK_NEO_PSYCHEDELIA
-0.368519,-0.471291,-0.805728,-0.620792,-0.713731,-0.560018,0.058779,-0.082556,0.043399,-0.256666,HIP_HOP_RAP
-0.49822,-0.650088,-0.694272,-0.842304,-0.846768,-0.300311,-0.344038,-0.352579,0.175344,-0.133072,POP_INDIE
-0.460145,-0.382324,-0.41174,-0.608821,-0.633842,-0.75522,-0.466667,-0.363492,-0.005342,-0.328952,DANCE
-0.391116,-0.618969,-0.651768,-0.777858,-0.803107,-0.543048,-0.455211,-0.390952,0.096079,-0.219007,ROCK_ALTERNATIVE
-0.432596,-0.689438,-0.730198,-0.862556,-0.861526,-0.39849,-0.315681,-0.256469,0.200945,-0.137622,METAL_HEAVY
-0.576846,-0.655536,-0.590948,-0.532493,-0.52111,-0.839627,-0.776901,-0.782609,-0.407774,-0.629218,BIG_BAND
-0.18867,-0.469724,-0.455233,-0.534743,-0.553842,-0.582052,-0.266103,-0.301531,-0.257908,-0.605712,METAL_HEAVY
-0.687974,-0.733647,-0.731047,-0.79523,-0.813648,-0.763483,-0.46723,-0.539166,-0.416784,-0.764009,ROCK_HARD
-0.289584,-0.720752,-0.768812,-0.80468,-0.813037,-0.352288,-0.246385,-0.461714,-0.444354,-0.750613,METAL_HEAVY
-0.53939,-0.583774,-0.51372,-0.479298,-0.499417,-0.74829,-0.707042,-0.665587,-0.253969,-0.508404,POP_INDIE
-0.458288,-0.703508,-0.718883,-0.80054,-0.822358,-0.560729,-0.376901,-0.330048,0.190606,-0.130292,POP_INDIE
-0.730104,-0.343131,-0.532885,-0.606301,-0.747462,-0.880675,-0.205258,-0.164232,0.039953,-0.267282,DANCE
-0.448692,-0.492063,-0.451909,-0.432583,-0.433564,-0.809862,-0.639437,-0.577187,-0.158949,-0.439151,ROCK_COLLEGE
-0.714688,-0.698726,-0.663083,-0.626913,-0.639723,-0.858374,-0.653709,-0.632459,-0.145164,-0.394667,METAL_HEAVY
-0.466336,-0.684891,-0.764427,-0.80441,-0.847157,-0.632341,-0.549859,-0.676395,-0.526918,-0.843827,ROCK_CONTEMPORARY
-0.000774,-0.585734,-0.671994,-0.730603,-0.755562,-0.246557,-0.292958,-0.456082,-0.434655,-0.744977,ROCK_HARD
-0.500077,-0.663962,-0.729703,-0.856526,-0.851151,-0.436784,-0.277746,-0.247316,0.20833,-0.127006,METAL_HEAVY
-0.648971,-0.568097,-0.558204,-0.680468,-0.728433,-0.690093,-0.525258,-0.424749,0.003028,-0.338304,POP_INDIE
-0.159263,-0.542622,-0.677581,-0.724122,-0.761331,-0.62008,-0.410329,-0.552896,-0.508554,-0.817617,DANCE
-0.316514,-0.564178,-0.603182,-0.70009,-0.716505,-0.590849,-0.348545,-0.248372,0.133988,-0.225831,ELECTRONICA
-0.782201,-0.715187,-0.790382,-0.884698,-0.87889,-0.791026,-0.22554,-0.1931,0.209807,-0.147984,COUNTRY_TRADITIONAL
-0.416189,-0.735097,-0.806011,-0.880558,-0.870347,-0.542603,-0.292394,-0.265622,0.237378,-0.098446,METAL_DEATH
-0.323015,-0.585734,-0.628713,-0.708011,-0.732316,-0.583474,-0.503286,-0.618729,-0.467592,-0.785138,POP_LATIN
-0.463551,-0.729336,-0.771499,-0.834023,-0.853481,-0.485829,-0.409202,-0.384263,0.173375,-0.129534,ROCK_ALTERNATIVE
-0.707383,-0.630688,-0.730552,-0.754995,-0.816699,-0.622124,-0.188357,-0.18289,0.176329,-0.169721,ROCK_HARD
-0.465408,-0.65001,-0.641089,-0.678038,-0.710624,-0.487428,-0.495023,-0.465235,0.061615,-0.227853,ROCK_ALTERNATIVE
-0.309704,-0.813835,-0.850636,-0.844824,-0.854757,-0.480764,-0.530516,-0.710931,-0.590331,-0.880324,ROCK_NEO_PSYCHEDELIA
-0.607491,-0.555556,-0.452192,-0.510711,-0.590069,-0.765526,-0.659155,-0.676078,-0.461241,-0.783268,REGGAE
-0.579632,-0.394474,-0.452263,-0.558776,-0.571595,-0.767748,-0.456714,-0.394825,0.013367,-0.284216,DANCE
-0.339112,-0.526553,-0.645686,-0.717912,-0.763162,-0.682896,-0.293897,-0.268791,0.150235,-0.177556,GOSPEL
-0.45024,-0.655536,-0.650141,-0.714131,-0.733037,-0.564993,-0.527512,-0.464179,0.030106,-0.280172,COUNTRY_TRADITIONAL
-0.604086,-0.457182,-0.506011,-0.60189,-0.634674,-0.827543,-0.20338,-0.230065,-0.211629,-0.559459,ROCK_CONTEMPORARY
-0.309704,-0.447776,-0.572489,-0.691809,-0.737864,-0.655442,-0.4323,-0.54163,-0.463555,-0.772804,ROCK_CONTEMPORARY
-0.557654,-0.5097,-0.536563,-0.667237,-0.69337,-0.804265,-0.463662,-0.38708,0.050784,-0.268293,REGGAE
-0.527008,-0.530864,-0.514498,-0.611341,-0.629126,-0.667081,-0.54216,-0.469108,-0.018635,-0.314798,POP_INDIE
-0.791333,-0.528905,-0.591443,-0.70342,-0.721942,-0.899956,-0.406385,-0.347298,0.108879,-0.217743,HIP_HOP_RAP
-0.173503,-0.467372,-0.617115,-0.69748,-0.790236,-0.640338,-0.222347,-0.334272,-0.363169,-0.680526,POP_CONTEMPORARY
-0.431048,-0.676543,-0.69314,-0.682628,-0.667739,-0.578143,-0.592488,-0.553952,-0.029958,-0.289018,ROCK_COLLEGE
-0.605324,-0.569273,-0.557214,-0.586679,-0.610042,-0.802754,-0.62554,-0.568386,-0.118578,-0.409074,RNB_SOUL
-0.730228,-0.751558,-0.757284,-0.731413,-0.745021,-0.840249,-0.523944,-0.532125,0.061615,-0.181347,ROCK_COLLEGE
-0.292679,-0.446208,-0.631259,-0.682718,-0.730874,-0.498978,-0.22385,-0.403978,-0.405558,-0.705548,HIP_HOP_RAP
-0.197338,-0.529688,-0.659335,-0.661296,-0.801387,-0.352288,-0.239061,-0.332864,-0.264801,-0.62391,ROCK_CONTEMPORARY
-0.820121,-0.865922,-0.81867,-0.745185,-0.737642,-0.9349,-0.753052,-0.786411,-0.346528,-0.544294,FOLK_INTERNATIONAL
-0.397307,-0.390947,-0.567397,-0.553825,-0.719556,-0.685829,-0.13784,-0.207182,-0.254954,-0.580185,GRUNGE_EMO
-0.528556,-0.626337,-0.619024,-0.70099,-0.710569,-0.628254,-0.521878,-0.57261,-0.384191,-0.728042,POP_LATIN
-0.515864,-0.463061,-0.379349,-0.442844,-0.467406,-0.781786,-0.786479,-0.736138,-0.441105,-0.691394,EXPERIMENTAL
-0.219625,-0.474035,-0.483239,-0.643654,-0.690153,-0.552732,-0.405446,-0.524732,-0.439037,-0.761481,GRUNGE_EMO
-0.414023,-0.63594,-0.64512,-0.767687,-0.792677,-0.532386,-0.429671,-0.353635,0.144327,-0.164918,METAL_ALTERNATIVE
-0.519579,-0.717225,-0.741796,-0.852565,-0.853703,-0.396979,-0.396808,-0.298715,0.169928,-0.183369,GOSPEL
-0.70828,-0.64417,-0.647525,-0.719262,-0.739695,-0.837317,-0.480188,-0.421933,0.082293,-0.227347,EXPERIMENTAL
-0.712243,-0.527729,-0.501485,-0.551035,-0.574313,-0.911062,-0.563944,-0.587397,-0.372769,-0.709592,POP_INDIE
-0.76273,-0.541446,-0.673197,-0.761656,-0.826741,-0.896046,-0.222535,-0.146629,0.132511,-0.212435,GOSPEL
-0.371614,-0.757633,-0.751061,-0.841494,-0.837004,-0.43554,-0.433239,-0.60852,-0.513675,-0.831164,METAL_ALTERNATIVE
-0.46386,-0.755791,-0.746818,-0.793519,-0.821748,-0.387561,-0.475305,-0.463827,0.105433,-0.182864,ROCK_COLLEGE
-0.803746,-0.660082,-0.648939,-0.608821,-0.599001,-0.893914,-0.566197,-0.534589,-0.00288,-0.266523,POP_INDIE
-0.621111,-0.479914,-0.529703,-0.544284,-0.552954,-0.839449,-0.619343,-0.580356,-0.14861,-0.42348,ROCK_CONTEMPORARY
-0.522675,-0.725573,-0.794413,-0.882988,-0.877503,-0.481653,-0.263662,-0.255765,0.241809,-0.090358,ROCK_HARD
-0.481814,-0.701587,-0.728925,-0.806571,-0.826741,-0.561262,-0.500657,-0.596198,-0.447604,-0.781827,ROCK_HARD
-0.385234,-0.358417,-0.493989,-0.616922,-0.693426,-0.714083,-0.430798,-0.387432,0.004505,-0.293315,REGGAE
-0.551153,-0.515187,-0.535926,-0.659766,-0.685326,-0.668414,-0.467418,-0.391656,0.045368,-0.278908,METAL_ALTERNATIVE
-0.423928,-0.796982,-0.804526,-0.844554,-0.846768,-0.61697,-0.431549,-0.487766,0.163036,-0.089347,ROCK_HARD
-0.392973,-0.387419,-0.60389,-0.690549,-0.748516,-0.80853,-0.231737,-0.212111,0.101987,-0.22027,ROCK_NEO_PSYCHEDELIA
-0.702523,-0.496767,-0.477864,-0.50171,-0.594397,-0.887428,-0.661033,-0.583172,-0.30468,-0.66157,JAZZ_CLASSIC
-0.658567,-0.82963,-0.880481,-0.849955,-0.850707,-0.466904,-0.410892,-0.466291,0.197991,-0.06205,ROCK_HARD
-0.581798,-0.833941,-0.805446,-0.70252,-0.665021,-0.799467,-0.763944,-0.785742,-0.35027,-0.547833,EXPERIMENTAL
-0.362328,-0.6903,-0.696818,-0.737984,-0.753343,-0.608085,-0.540094,-0.487062,0.036999,-0.253886,ROCK_HARD
-0.402879,-0.499118,-0.500566,-0.617102,-0.647323,-0.706886,-0.552676,-0.47298,-0.048175,-0.364337,ELECTRONICA
-0.353041,-0.337253,-0.275106,-0.324302,-0.345908,-0.517814,0.088826,0.228657,0.198484,-0.012258,ROCK_HARD
-0.687045,-0.62183,-0.657709,-0.731953,-0.72405,-0.88343,-0.486573,-0.446928,0.065554,-0.233161,ROCK_ALTERNATIVE
-0.232627,-0.516755,-0.600141,-0.717192,-0.765381,-0.457041,-0.458592,-0.585988,-0.499889,-0.808947,PUNK
-0.227364,-0.317264,-0.519236,-0.653195,-0.686491,-0.62781,-0.311362,-0.296251,0.059154,-0.261721,HIP_HOP_RAP
-0.512769,-0.49951,-0.61181,-0.732313,-0.780472,-0.718792,-0.597559,-0.701567,-0.549418,-0.838367,METAL_HEAVY
-0.280916,-0.442289,-0.418741,-0.576958,-0.641942,-0.582408,-0.336526,-0.333216,-0.280555,-0.637306,POP_LATIN
-0.107568,-0.454047,-0.589533,-0.70378,-0.727212,-0.633585,-0.284695,-0.466291,-0.449868,-0.750209,FOLK_INTERNATIONAL
-0.712397,-0.485009,-0.518317,-0.590909,-0.61276,-0.825944,-0.508732,-0.446576,0.007951,-0.290029,ROCK_COLLEGE
-0.788423,-0.585342,-0.429208,-0.492889,-0.557282,-0.895335,-0.717934,-0.711952,-0.473599,-0.78112,JAZZ_CLASSIC
-0.227983,-0.635509,-0.62157,-0.656976,-0.667129,-0.512483,-0.556056,-0.474036,0.016321,-0.291798,METAL_DEATH
-0.399164,-0.421517,-0.582107,-0.730423,-0.789348,-0.778587,-0.119249,-0.413836,-0.452084,-0.730064,ROCK_HARD
-0.724656,-0.37331,-0.472136,-0.587489,-0.594286,-0.87952,-0.490892,-0.405034,-0.008788,-0.325414,HIP_HOP_RAP
-0.611206,-0.644053,-0.646181,-0.747795,-0.777309,-0.657219,-0.449765,-0.39236,0.112818,-0.19727,ROCK_COLLEGE
-0.555177,-0.718675,-0.771711,-0.840684,-0.854646,-0.399645,-0.367512,-0.337793,0.211284,-0.092885,METAL_DEATH
-0.60811,-0.704252,-0.679491,-0.788839,-0.818141,-0.597868,-0.472488,-0.440239,0.092632,-0.205358,POP_INDIE
-0.377805,-0.701156,-0.739109,-0.833753,-0.827795,-0.420524,-0.369014,-0.303996,0.191591,-0.144193,METAL_HEAVY
-0.314348,-0.394866,-0.467963,-0.611791,-0.719445,-0.552643,-0.376714,-0.43003,-0.352879,-0.688108,GRUNGE_EMO
-0.823928,-0.692416,-0.764215,-0.732223,-0.747295,-0.916775,-0.638498,-0.748354,-0.521256,-0.812562,BLUES_CONTEMPORARY
-0.532271,-0.738076,-0.692928,-0.5991,-0.580083,-0.799289,-0.760188,-0.751523,-0.335007,-0.569316,COUNTRY_TRADITIONAL
-0.806191,-0.508524,-0.528147,-0.639154,-0.651817,-0.910795,-0.532958,-0.417004,0.014844,-0.311007,BLUES_CONTEMPORARY
-0.55332,-0.787419,-0.828006,-0.922394,-0.907517,-0.355753,-0.272864,-0.270199,0.248701,-0.090105,METAL_HEAVY
-0.251509,-0.367431,-0.426803,-0.522952,-0.468516,-0.712306,-0.481878,-0.44728,0.022229,-0.251864,HIP_HOP_RAP
-0.770995,-0.596708,-0.570297,-0.582358,-0.591512,-0.889294,-0.654648,-0.558528,-0.112178,-0.414381,BLUES_CONTEMPORARY
-0.277511,-0.696022,-0.652192,-0.710621,-0.729931,-0.620524,-0.506667,-0.501144,0.050784,-0.222545,FOLK_INTERNATIONAL
-0.548367,-0.761043,-0.764286,-0.79739,-0.804716,-0.626122,-0.484131,-0.431438,0.118726,-0.185644,ROCK_ALTERNATIVE
-0.47098,-0.581031,-0.629279,-0.705581,-0.722275,-0.56446,-0.449014,-0.400106,0.104941,-0.19449,METAL_HEAVY
-0.400712,-0.725534,-0.779632,-0.874527,-0.867906,-0.338072,-0.258592,-0.242739,0.227039,-0.1126,ROCK_NEO_PSYCHEDELIA
-0.323325,-0.519106,-0.518741,-0.611431,-0.638169,-0.634918,-0.449202,-0.394473,0.052753,-0.260963,POP_INDIE
-0.542176,-0.597492,-0.392079,-0.40117,-0.236616,-0.640782,-0.24338,-0.353987,-0.030943,-0.327941,COUNTRY_TRADITIONAL
-0.850147,-0.362728,-0.3971,-0.646715,-0.752843,-0.922097,-0.320751,-0.23605,-0.007803,-0.332491,EXPERIMENTAL
-0.550844,-0.663296,-0.672277,-0.734653,-0.733981,-0.672412,-0.455399,-0.386728,0.117249,-0.207633,ROCK_CONTEMPORARY
-0.693732,-0.42622,-0.5814,-0.662916,-0.698308,-0.830031,-0.335023,-0.299771,0.120203,-0.193226,HIP_HOP_RAP
-0.772326,-0.620537,-0.628642,-0.630423,-0.613592,-0.89267,-0.580094,-0.522267,-0.012234,-0.284974,POP_INDIE
-0.488624,-0.636606,-0.720297,-0.808281,-0.840888,-0.570769,-0.341972,-0.268439,0.170913,-0.176798,FOLK_INTERNATIONAL
-0.649899,-0.59318,-0.572489,-0.6964,-0.73387,-0.765171,-0.521502,-0.414188,0.035029,-0.294831,ROCK_CONTEMPORARY
-0.784306,-0.71844,-0.700566,-0.670117,-0.66835,-0.853132,-0.608638,-0.552192,-0.033405,-0.303172,EXPERIMENTAL
-0.431048,-0.692965,-0.656294,-0.756436,-0.76932,-0.565971,-0.507042,-0.426157,0.066046,-0.263238,ROCK_COLLEGE
-0.661662,-0.609053,-0.689038,-0.725023,-0.734369,-0.891959,-0.486573,-0.655518,-0.477636,-0.792645,FOLK_INTERNATIONAL
-0.600062,-0.618538,-0.605304,-0.577138,-0.588849,-0.604976,-0.586479,-0.514874,-0.02405,-0.315557,POP_INDIE
-0.653614,-0.692965,-0.550707,-0.419982,-0.379196,-0.829498,-0.794742,-0.775356,-0.390838,-0.615317,METAL_DEATH
-0.481814,-0.656594,-0.679279,-0.815662,-0.837282,-0.26486,-0.366009,-0.336384,0.174852,-0.138127,POP_INDIE
-0.34685,-0.333333,-0.531542,-0.594149,-0.647712,-0.511595,-0.216901,-0.192044,0.068508,-0.250348,EXPERIMENTAL
-0.299799,-0.569273,-0.587199,-0.682988,-0.724605,-0.585429,-0.442254,-0.365605,0.081801,-0.248073,ELECTRONICA
-0.370995,-0.508132,-0.53338,-0.666337,-0.707517,-0.624078,-0.487136,-0.564865,-0.44785,-0.77283,RNB_SOUL
-0.252438,-0.621478,-0.680269,-0.737534,-0.778141,-0.499511,-0.421408,-0.354691,0.131034,-0.198281,METAL_ALTERNATIVE
-0.545272,-0.685126,-0.651273,-0.672727,-0.707739,-0.572723,-0.509296,-0.465235,0.068508,-0.215721,METAL_HEAVY
-0.17505,-0.452087,-0.534936,-0.653825,-0.737753,-0.558774,-0.328638,-0.403978,-0.310341,-0.663592,POP_LATIN
